,freq,amp
0,0.5179124469672514,44.30766096000001
1,0.510120208035733,45.697600000000016
2,0.5097138361456773,58.873394409999996
3,0.507296018766603,45.697600000000016
4,0.509799041220318,42.94967296
5,0.5009993207588067,44.30766096000001
6,0.5006456134076034,35.445352959999994
7,0.4884542268647997,39.0625
8,0.49088047997432555,33.73402561000001
9,0.4830714028675748,36.62186256
10,0.4786115424034796,28.97022975999999
11,0.4801905728338361,31.549565610000005
12,0.47420406597133524,27.50058481
13,0.46598264291638275,25.628906250000004
14,0.46511426959091945,27.023362559999992
15,0.4571451672531219,23.85443281
16,0.4563003835434383,21.367506249999998
17,0.452786077167415,20.583461609999993
18,0.44718244972981575,20.583461609999993
19,0.44525766544382595,18.00814096
20,0.4337928993957334,17.661006249999996
21,0.4384737401703899,15.682392010000001
22,0.428948585080399,15.369536160000003
23,0.4315952916583313,15.369536160000003
24,0.4179753622081344,13.874880009999995
25,0.41903544911334806,12.491983359999999
26,0.41176895575830075,12.228309610000002
27,0.4073922630859073,11.462287360000001
28,0.40464385067759884,11.21513121
29,0.39627402342002493,10.266256810000002
30,0.401720191291657,10.266256810000002
31,0.3943303691136193,9.595125759999998
32,0.3924847541629989,8.957450410000002
33,0.3781470078172121,9.16636176
34,0.5179576712685483,64.55179012654497
35,0.5159493877470233,70.25190305307996
36,0.5306206575170537,76.53562905725076
37,0.5301551336417993,83.4598813547516
38,0.5355672619337908,91.08417905085925
39,0.5475940418885082,99.4695190082355
40,0.5444780272488795,108.67669847063159
41,0.5478881063600117,118.76393999898389
42,0.5542722197860468,129.78365520749048
43,0.5604592170152154,141.77818061011925
44,0.5689196374084659,154.77433699916233
45,0.56514137673596,168.77671576409602
46,0.5670840881542087,183.75969673481157
47,0.5766739969602266,199.65836869127267
48,0.5758995340074575,216.35876866195926
49,0.5748158240800282,233.6881824882618
50,0.5839968075288854,251.40663976907516
51,0.5955438618075309,269.20114243828846
52,0.6008856218669482,286.6844978493138
53,0.6002400719795297,303.40075245830195
54,0.6059223733155006,318.83898447671464
55,0.6076145088123077,332.456474474817
56,0.6103676909033172,343.71097767698717
57,0.6163891763011393,352.10007514395795
58,0.6244230448756238,357.2036928030675
59,0.6206128646659187,358.72433684936635
60,0.6288153615065096,356.51894704225623
61,0.6278097650382902,350.61691534486664
62,0.6375945221003246,341.22080700495155
63,0.6382943485919367,328.68926281589233
64,0.6451106571915537,313.504710950379
65,0.6479174407383357,296.231035662859
66,0.65438487811929,277.46761436538964
67,0.6609586163343878,257.8059473005115
68,0.6592630082654188,237.79371706751306
69,0.668002393871309,217.90907297406207
70,0.6658944229763386,198.54583987561796
71,0.6722312680435709,180.00866467203141
72,0.6820406611236439,162.51606334861626
73,0.6838356254172578,146.20892280633865
74,0.6848082785632474,131.16210492015554
75,0.6907270404116518,117.39720030950446
76,0.6926681204109173,104.89500475317011
77,0.7024224404460917,93.60680974005545
78,0.7002194909645554,83.46403445921113
