,time(s),angle(rad)
6529,326.461,2.475
6530,326.511,2.695
6531,326.561,2.794
6532,326.611,2.769
6533,326.661,2.621
6534,326.711,2.356
6535,326.761,1.985
6536,326.811,1.527
6537,326.861,1.0
6538,326.911,0.429
6539,326.961,-0.161
6540,327.011,-0.745
6541,327.061,-1.294
6542,327.111,-1.787
6543,327.161,-2.199
6544,327.211,-2.514
6545,327.261,-2.717
6546,327.311,-2.798
6547,327.361,-2.756
6548,327.411,-2.59
6549,327.461,-2.31
6550,327.511,-1.927
6551,327.561,-1.458
6552,327.611,-0.924
6553,327.661,-0.349
6554,327.711,0.241
6555,327.761,0.82
6556,327.811,1.363
6557,327.861,1.846
6558,327.911,2.246
6559,327.961,2.546
6560,328.011,2.734
6561,328.061,2.8
6562,328.111,2.742
6563,328.161,2.562
6564,328.211,2.268
6565,328.261,1.874
6566,328.311,1.396
6567,328.361,0.857
6568,328.411,0.28
6569,328.461,-0.31
6570,328.511,-0.886
6571,328.561,-1.422
6572,328.611,-1.896
6573,328.661,-2.285
6574,328.711,-2.573
6575,328.761,-2.747
6576,328.811,-2.8
6577,328.861,-2.728
6578,328.911,-2.535
6579,328.961,-2.231
6580,329.011,-1.827
6581,329.061,-1.343
6582,329.111,-0.799
6583,329.161,-0.22
6584,329.211,0.369
6585,329.261,0.942
6586,329.311,1.472
6587,329.361,1.938
6588,329.411,2.318
6589,329.461,2.595
6590,329.511,2.758
6591,329.561,2.798
6592,329.611,2.715
6593,329.661,2.512
6594,329.711,2.198
6595,329.761,1.787
6596,329.811,1.297
6597,329.861,0.75
6598,329.911,0.169
6599,329.961,-0.418
6600,330.011,-0.988
6601,330.061,-1.513
6602,330.111,-1.972
6603,330.161,-2.344
6604,330.211,-2.612
6605,330.261,-2.765
6606,330.311,-2.796
6607,330.361,-2.704
6608,330.411,-2.492
6609,330.461,-2.171
6610,330.511,-1.754
6611,330.561,-1.26
6612,330.611,-0.71
6613,330.661,-0.129
6614,330.711,0.458
6615,330.761,1.024
6616,330.811,1.545
6617,330.861,1.999
6618,330.911,2.364
6619,330.961,2.625
6620,331.011,2.771
6621,331.061,2.794
6622,331.111,2.695
6623,331.161,2.477
6624,331.211,2.15
6625,331.261,1.729
6626,331.311,1.231
6627,331.361,0.68
6628,331.411,0.098
6629,331.461,-0.487
6630,331.511,-1.051
6631,331.561,-1.569
6632,331.611,-2.018
6633,331.661,-2.378
6634,331.711,-2.634
6635,331.761,-2.774
6636,331.811,-2.792
6637,331.861,-2.688
6638,331.911,-2.466
6639,331.961,-2.135
6640,332.011,-1.711
6641,332.061,-1.211
6642,332.111,-0.659
6643,332.161,-0.078
6644,332.211,0.507
6645,332.261,1.069
6646,332.311,1.585
6647,332.361,2.031
6648,332.411,2.388
6649,332.461,2.64
6650,332.511,2.776
6651,332.561,2.791
6652,332.611,2.684
6653,332.661,2.459
6654,332.711,2.126
6655,332.761,1.701
6656,332.811,1.2
6657,332.861,0.648
6658,332.911,0.067
6659,332.961,-0.517
6660,333.011,-1.078
6661,333.061,-1.592
6662,333.111,-2.036
6663,333.161,-2.391
6664,333.211,-2.642
6665,333.261,-2.777
6666,333.311,-2.791
6667,333.361,-2.682
6668,333.411,-2.457
6669,333.461,-2.124
6670,333.511,-1.698
6671,333.561,-1.198
6672,333.611,-0.646
6673,333.661,-0.066
6674,333.711,0.517
6675,333.761,1.078
6676,333.811,1.591
6677,333.861,2.035
6678,333.911,2.39
6679,333.961,2.641
6680,334.011,2.777
6681,334.061,2.791
6682,334.111,2.684
6683,334.161,2.46
6684,334.211,2.128
6685,334.261,1.704
6686,334.311,1.205
6687,334.361,0.654
6688,334.411,0.075
6689,334.461,-0.508
6690,334.511,-1.068
6691,334.561,-1.582
6692,334.611,-2.027
6693,334.661,-2.384
6694,334.711,-2.637
6695,334.761,-2.775
6696,334.811,-2.792
6697,334.861,-2.688
6698,334.911,-2.467
6699,334.961,-2.139
6700,335.011,-1.717
6701,335.061,-1.221
6702,335.111,-0.672
6703,335.161,-0.094
6704,335.211,0.488
6705,335.261,1.049
6706,335.311,1.565
6707,335.361,2.012
6708,335.411,2.372
6709,335.461,2.629
6710,335.511,2.772
6711,335.561,2.794
6712,335.611,2.695
6713,335.661,2.479
6714,335.711,2.155
6715,335.761,1.738
6716,335.811,1.246
6717,335.861,0.699
6718,335.911,0.123
6719,335.961,-0.459
6720,336.011,-1.022
6721,336.061,-1.539
6722,336.111,-1.99
6723,336.161,-2.355
6724,336.211,-2.617
6725,336.261,-2.767
6726,336.311,-2.796
6727,336.361,-2.704
6728,336.411,-2.495
6729,336.461,-2.178
6730,336.511,-1.767
6731,336.561,-1.279
6732,336.611,-0.736
6733,336.661,-0.161
6734,336.711,0.421
6735,336.761,0.984
6736,336.811,1.505
6737,336.861,1.961
6738,336.911,2.332
6739,336.961,2.602
6740,337.011,2.76
6741,337.061,2.798
6742,337.111,2.715
6743,337.161,2.515
6744,337.211,2.207
6745,337.261,1.803
6746,337.311,1.321
6747,337.361,0.782
6748,337.411,0.21
6749,337.461,-0.372
6750,337.511,-0.937
6751,337.561,-1.462
6752,337.611,-1.924
6753,337.661,-2.303
6754,337.711,-2.582
6755,337.761,-2.75
6756,337.811,-2.799
6757,337.861,-2.728
6758,337.911,-2.539
6759,337.961,-2.241
6760,338.011,-1.846
6761,338.061,-1.371
6762,338.111,-0.838
6763,338.161,-0.268
6764,338.211,0.313
6765,338.261,0.881
6766,338.311,1.41
6767,338.361,1.879
6768,338.411,2.267
6769,338.461,2.557
6770,338.511,2.738
6771,338.561,2.8
6772,338.611,2.742
6773,338.661,2.566
6774,338.711,2.279
6775,338.761,1.895
6776,338.811,1.429
6777,338.861,0.902
6778,338.911,0.336
6779,338.961,-0.245
6780,339.011,-0.814
6781,339.061,-1.349
6782,339.111,-1.826
6783,339.161,-2.224
6784,339.211,-2.527
6785,339.261,-2.721
6786,339.311,-2.799
6787,339.361,-2.756
6788,339.411,-2.595
6789,339.461,-2.322
6790,339.511,-1.95
6791,339.561,-1.495
6792,339.611,-0.975
6793,339.661,-0.413
6794,339.711,0.166
6795,339.761,0.738
6796,339.811,1.278
6797,339.861,1.764
6798,339.911,2.174
6799,339.961,2.491
6800,340.011,2.701
6801,340.061,2.795
6802,340.111,2.77
6803,340.161,2.626
6804,340.211,2.369
6805,340.261,2.011
6806,340.311,1.567
6807,340.361,1.056
6808,340.411,0.5
6809,340.461,-0.077
6810,340.511,-0.651
6811,340.561,-1.198
6812,340.611,-1.693
6813,340.661,-2.115
6814,340.711,-2.447
6815,340.761,-2.675
6816,340.811,-2.788
6817,340.861,-2.782
6818,340.911,-2.657
6819,340.961,-2.419
6820,341.011,-2.077
6821,341.061,-1.647
6822,341.111,-1.146
6823,341.161,-0.597
6824,341.211,-0.022
6825,341.261,0.554
6826,341.311,1.106
6827,341.361,1.611
6828,341.411,2.047
6829,341.461,2.396
6830,341.511,2.643
6831,341.561,2.776
6832,341.611,2.792
6833,341.661,2.688
6834,341.711,2.47
6835,341.761,2.147
6836,341.811,1.732
6837,341.861,1.243
6838,341.911,0.702
6839,341.961,0.13
6840,342.011,-0.447
6841,342.061,-1.005
6842,342.111,-1.52
6843,342.161,-1.97
6844,342.211,-2.336
6845,342.261,-2.603
6846,342.311,-2.759
6847,342.361,-2.798
6848,342.411,-2.718
6849,342.461,-2.522
6850,342.511,-2.219
6851,342.561,-1.822
6852,342.611,-1.347
6853,342.661,-0.815
6854,342.711,-0.248
6855,342.761,0.329
6856,342.811,0.892
6857,342.861,1.417
6858,342.911,1.882
6859,342.961,2.267
6860,343.011,2.556
6861,343.061,2.736
6862,343.111,2.8
6863,343.161,2.745
6864,343.211,2.574
6865,343.261,2.294
6866,343.311,1.916
6867,343.361,1.457
6868,343.411,0.936
6869,343.461,0.376
6870,343.511,-0.2
6871,343.561,-0.768
6872,343.611,-1.303
6873,343.661,-1.783
6874,343.711,-2.187
6875,343.761,-2.499
6876,343.811,-2.704
6877,343.861,-2.796
6878,343.911,-2.768
6879,343.961,-2.624
6880,344.011,-2.369
6881,344.061,-2.013
6882,344.111,-1.572
6883,344.161,-1.065
6884,344.211,-0.512
6885,344.261,0.061
6886,344.311,0.633
6887,344.361,1.177
6888,344.411,1.672
6889,344.461,2.096
6890,344.511,2.431
6891,344.561,2.664
6892,344.611,2.784
6893,344.661,2.786
6894,344.711,2.671
6895,344.761,2.443
6896,344.811,2.112
6897,344.861,1.691
6898,344.911,1.2
6899,344.961,0.657
6900,345.012,0.087
6901,345.062,-0.486
6902,345.112,-1.039
6903,345.162,-1.549
6904,345.212,-1.992
6905,345.262,-2.352
6906,345.312,-2.613
6907,345.362,-2.763
6908,345.412,-2.797
6909,345.462,-2.713
6910,345.512,-2.515
6911,345.562,-2.211
6912,345.612,-1.814
6913,345.662,-1.34
6914,345.712,-0.81
6915,345.762,-0.246
6916,345.812,0.329
6917,345.862,0.889
6918,345.912,1.412
6919,345.962,1.876
6920,346.012,2.261
6921,346.062,2.55
6922,346.112,2.732
6923,346.162,2.8
6924,346.212,2.749
6925,346.262,2.583
6926,346.312,2.309
6927,346.362,1.937
6928,346.412,1.484
6929,346.462,0.969
6930,346.512,0.413
6931,346.562,-0.16
6932,346.612,-0.726
6933,346.662,-1.262
6934,346.712,-1.745
6935,346.762,-2.155
6936,346.812,-2.474
6937,346.862,-2.689
6938,346.912,-2.792
6939,346.962,-2.777
6940,347.012,-2.646
6941,347.062,-2.404
6942,347.112,-2.061
6943,347.162,-1.632
6944,347.212,-1.134
6945,347.262,-0.589
6946,347.312,-0.019
6947,347.362,0.551
6948,347.412,1.099
6949,347.462,1.6
6950,347.512,2.034
6951,347.562,2.383
6952,347.612,2.633
6953,347.662,2.772
6954,347.712,2.795
6955,347.762,2.701
6956,347.812,2.494
6957,347.862,2.182
6958,347.912,1.78
6959,347.962,1.303
6960,348.012,0.772
6961,348.062,0.208
6962,348.112,-0.364
6963,348.162,-0.921
6964,348.212,-1.44
6965,348.262,-1.898
6966,348.312,-2.277
6967,348.362,-2.561
6968,348.412,-2.737
6969,348.462,-2.8
6970,348.512,-2.746
6971,348.562,-2.577
6972,348.612,-2.3
6973,348.662,-1.927
6974,348.712,-1.475
6975,348.762,-0.96
6976,348.812,-0.406
6977,348.862,0.165
6978,348.912,0.73
6979,348.962,1.264
6980,349.012,1.745
6981,349.062,2.153
6982,349.112,2.472
6983,349.162,2.687
6984,349.212,2.791
6985,349.262,2.778
6986,349.312,2.65
6987,349.362,2.411
6988,349.412,2.072
6989,349.462,1.647
6990,349.512,1.153
6991,349.562,0.611
6992,349.612,0.044
6993,349.662,-0.525
6994,349.712,-1.072
6995,349.762,-1.575
6996,349.812,-2.012
6997,349.862,-2.365
6998,349.912,-2.62
6999,349.962,-2.766
7000,350.012,-2.797
7001,350.062,-2.712
7002,350.112,-2.514
7003,350.162,-2.212
7004,350.212,-1.818
7005,350.262,-1.348
7006,350.312,-0.823
7007,350.362,-0.263
7008,350.412,0.307
7009,350.462,0.865
7010,350.512,1.387
7011,350.562,1.851
7012,350.612,2.238
7013,350.662,2.533
7014,350.712,2.722
7015,350.762,2.799
7016,350.812,2.759
7017,350.862,2.605
7018,350.912,2.343
7019,350.962,1.984
7020,351.012,1.543
7021,351.062,1.038
7022,351.112,0.49
7023,351.162,-0.078
7024,351.212,-0.643
7025,351.262,-1.181
7026,351.312,-1.671
7027,351.362,-2.091
7028,351.412,-2.424
7029,351.462,-2.658
7030,351.512,-2.781
7031,351.562,-2.789
7032,351.612,-2.682
7033,351.662,-2.464
7034,351.712,-2.144
7035,351.762,-1.736
7036,351.812,-1.256
7037,351.862,-0.724
7038,351.912,-0.162
7039,351.962,0.407
7040,352.012,0.958
7041,352.062,1.471
7042,352.112,1.922
7043,352.162,2.294
7044,352.212,2.571
7045,352.262,2.742
7046,352.312,2.8
7047,352.362,2.742
7048,352.412,2.572
7049,352.462,2.295
7050,352.512,1.923
7051,352.562,1.473
7052,352.612,0.961
7053,352.662,0.41
7054,352.712,-0.158
7055,352.762,-0.719
7056,352.812,-1.251
7057,352.862,-1.731
7058,352.912,-2.139
7059,352.962,-2.46
7060,353.012,-2.679
7061,353.062,-2.788
7062,353.112,-2.782
7063,353.162,-2.662
7064,353.212,-2.432
7065,353.262,-2.102
7066,353.312,-1.686
7067,353.362,-1.2
7068,353.412,-0.665
7069,353.462,-0.103
7070,353.512,0.464
7071,353.562,1.011
7072,353.612,1.517
7073,353.662,1.961
7074,353.712,2.323
7075,353.762,2.591
7076,353.812,2.752
7077,353.862,2.8
7078,353.912,2.733
7079,353.962,2.553
7080,354.012,2.269
7081,354.062,1.892
7082,354.112,1.437
7083,354.162,0.923
7084,354.212,0.372
7085,354.262,-0.195
7086,354.312,-0.754
7087,354.362,-1.282
7088,354.412,-1.757
7089,354.462,-2.16
7090,354.512,-2.475
7091,354.562,-2.688
7092,354.612,-2.791
7093,354.662,-2.779
7094,354.712,-2.654
7095,354.762,-2.42
7096,354.812,-2.087
7097,354.862,-1.669
7098,354.912,-1.182
7099,354.962,-0.647
7100,355.012,-0.086
7101,355.062,0.479
7102,355.112,1.025
7103,355.162,1.528
7104,355.212,1.969
7105,355.262,2.329
7106,355.312,2.594
7107,355.362,2.753
7108,355.412,2.799
7109,355.462,2.731
7110,355.512,2.552
7111,355.562,2.268
7112,355.612,1.891
7113,355.662,1.438
7114,355.712,0.925
7115,355.762,0.375
7116,355.812,-0.19
7117,355.862,-0.748
7118,355.912,-1.275
7119,355.962,-1.75
7120,356.012,-2.153
7121,356.062,-2.469
7122,356.112,-2.684
7123,356.162,-2.79
7124,356.212,-2.781
7125,356.262,-2.66
7126,356.312,-2.43
7127,356.362,-2.1
7128,356.412,-1.686
7129,356.462,-1.203
7130,356.512,-0.67
7131,356.562,-0.111
7132,356.612,0.453
7133,356.662,0.999
7134,356.712,1.503
7135,356.762,1.947
7136,356.812,2.311
7137,356.862,2.581
7138,356.912,2.747
7139,356.962,2.8
7140,357.012,2.739
7141,357.062,2.568
7142,357.112,2.291
7143,357.162,1.922
7144,357.212,1.474
7145,357.262,0.967
7146,357.312,0.42
7147,357.362,-0.143
7148,357.412,-0.701
7149,357.462,-1.23
7150,357.512,-1.71
7151,357.562,-2.119
7152,357.612,-2.443
7153,357.662,-2.668
7154,357.712,-2.784
7155,357.762,-2.787
7156,357.812,-2.678
7157,357.862,-2.459
7158,357.912,-2.141
7159,357.962,-1.736
7160,358.012,-1.261
7161,358.062,-0.734
7162,358.112,-0.178
7163,358.162,0.385
7164,358.212,0.933
7165,358.262,1.442
7166,358.312,1.894
7167,358.362,2.268
7168,358.412,2.551
7169,358.462,2.73
7170,358.512,2.799
7171,358.562,2.755
7172,358.612,2.599
7173,358.662,2.338
7174,358.712,1.982
7175,358.762,1.546
7176,358.812,1.048
7177,358.862,0.507
7178,358.912,-0.054
7179,358.962,-0.613
7180,359.012,-1.147
7181,359.062,-1.635
7182,359.112,-2.056
7183,359.162,-2.395
7184,359.212,-2.637
7185,359.262,-2.772
7186,359.312,-2.795
7187,359.362,-2.706
7188,359.412,-2.507
7189,359.462,-2.207
7190,359.512,-1.818
7191,359.562,-1.355
7192,359.612,-0.838
7193,359.662,-0.288
7194,359.712,0.275
7195,359.762,0.826
7196,359.812,1.344
7197,359.862,1.807
7198,359.912,2.198
7199,359.962,2.5
7200,360.012,2.702
7201,360.062,2.794
7202,360.112,2.774
7203,360.162,2.642
7204,360.212,2.404
7205,360.262,2.069
7206,360.312,1.651
7207,360.362,1.166
7208,360.412,0.635
7209,360.462,0.078
7210,360.512,-0.482
7211,360.562,-1.023
7212,360.612,-1.523
7213,360.662,-1.961
7214,360.712,-2.32
7215,360.762,-2.586
7216,360.812,-2.748
7217,360.862,-2.8
7218,360.912,-2.739
7219,360.962,-2.568
7220,361.012,-2.294
7221,361.062,-1.928
7222,361.112,-1.484
7223,361.162,-0.981
7224,361.212,-0.439
7225,361.262,0.122
7226,361.312,0.677
7227,361.362,1.205
7228,361.412,1.684
7229,361.462,2.096
7230,361.512,2.424
7231,361.562,2.655
7232,361.612,2.779
7233,361.662,2.792
7234,361.712,2.692
7235,361.762,2.485
7236,361.812,2.179
7237,361.862,1.785
7238,361.912,1.32
7239,361.962,0.801
7240,362.012,0.251
7241,362.062,-0.309
7242,362.112,-0.857
7243,362.162,-1.37
7244,362.212,-1.829
7245,362.262,-2.214
7246,362.312,-2.511
7247,362.362,-2.707
7248,362.412,-2.795
7249,362.462,-2.772
7250,362.512,-2.637
7251,362.562,-2.397
7252,362.612,-2.061
7253,362.662,-1.643
7254,362.712,-1.159
7255,362.762,-0.629
7256,362.812,-0.074
7257,362.862,0.484
7258,362.912,1.023
7259,362.962,1.52
7260,363.012,1.957
7261,363.062,2.316
7262,363.112,2.583
7263,363.162,2.746
7264,363.212,2.8
7265,363.262,2.742
7266,363.312,2.575
7267,363.362,2.305
7268,363.412,1.943
7269,363.462,1.504
7270,363.512,1.005
7271,363.562,0.466
7272,363.612,-0.092
7273,363.662,-0.646
7274,363.712,-1.174
7275,363.762,-1.656
7276,363.812,-2.071
7277,363.862,-2.404
7278,363.912,-2.641
7279,363.962,-2.773
7280,364.012,-2.795
7281,364.062,-2.705
7282,364.112,-2.508
7283,364.162,-2.211
7284,364.212,-1.826
7285,364.262,-1.369
7286,364.312,-0.857
7287,364.362,-0.311
7288,364.412,0.247
7289,364.462,0.795
7290,364.512,1.312
7291,364.562,1.776
7292,364.612,2.17
7293,364.662,2.478
7294,364.712,2.687
7295,364.762,2.79
7296,364.812,2.782
7297,364.862,2.663
7298,364.912,2.439
7299,364.962,2.118
7300,365.012,1.713
7301,365.062,1.24
7302,365.112,0.718
7303,365.162,0.168
7304,365.212,-0.389
7305,365.262,-0.931
7306,365.312,-1.436
7307,365.362,-1.883
7308,365.412,-2.256
7309,365.462,-2.54
7310,365.512,-2.723
7311,365.562,-2.798
7312,365.612,-2.763
7313,365.662,-2.618
7314,365.712,-2.369
7315,365.762,-2.027
7316,365.812,-1.604
7317,365.862,-1.118
7318,365.912,-0.588
7319,365.962,-0.035
7320,366.012,0.52
7321,366.062,1.054
7322,366.112,1.547
7323,366.162,1.978
7324,366.212,2.331
7325,366.262,2.592
7326,366.312,2.75
7327,366.362,2.8
7328,366.412,2.739
7329,366.462,2.57
7330,366.512,2.3
7331,366.562,1.939
7332,366.612,1.501
7333,366.662,1.004
7334,366.712,0.468
7335,366.762,-0.087
7336,366.812,-0.639
7337,366.862,-1.165
7338,366.912,-1.645
7339,366.962,-2.06
7340,367.012,-2.394
7341,367.062,-2.634
7342,367.112,-2.77
7343,367.162,-2.796
7344,367.212,-2.713
7345,367.262,-2.522
7346,367.312,-2.233
7347,367.362,-1.855
7348,367.412,-1.405
7349,367.462,-0.899
7350,367.512,-0.358
7351,367.562,0.198
7352,367.612,0.745
7353,367.662,1.263
7354,367.712,1.731
7355,367.762,2.132
7356,367.812,2.448
7357,367.862,2.668
7358,367.912,2.783
7359,367.962,2.789
7360,368.012,2.685
7361,368.062,2.476
7362,368.112,2.169
7363,368.162,1.777
7364,368.212,1.316
7365,368.262,0.803
7366,368.312,0.258
7367,368.362,-0.297
7368,368.412,-0.84
7369,368.462,-1.35
7370,368.512,-1.807
7371,368.562,-2.193
7372,368.612,-2.493
7373,368.662,-2.695
7374,368.712,-2.792
7375,368.762,-2.779
7376,368.812,-2.657
7377,368.862,-2.431
7378,368.912,-2.11
7379,368.962,-1.706
7380,369.012,-1.236
7381,369.062,-0.717
7382,369.112,-0.17
7383,369.162,0.384
7384,369.212,0.923
7385,369.262,1.425
7386,369.312,1.872
7387,369.362,2.245
7388,369.412,2.53
7389,369.462,2.717
7390,369.512,2.797
7391,369.562,2.768
7392,369.612,2.63
7393,369.662,2.39
7394,369.712,2.056
7395,369.762,1.642
7396,369.812,1.164
7397,369.862,0.641
7398,369.912,0.092
7399,369.962,-0.46
7400,370.012,-0.994
7401,370.062,-1.489
7402,370.112,-1.927
7403,370.162,-2.288
7404,370.212,-2.561
7405,370.262,-2.733
7406,370.312,-2.799
7407,370.362,-2.756
7408,370.412,-2.605
7409,370.462,-2.353
7410,370.512,-2.009
7411,370.562,-1.587
7412,370.612,-1.102
7413,370.662,-0.575
7414,370.712,-0.026
7415,370.762,0.525
7416,370.812,1.055
7417,370.862,1.543
7418,370.912,1.972
7419,370.962,2.324
7420,371.012,2.585
7421,371.062,2.746
7422,371.112,2.8
7423,371.162,2.745
7424,371.212,2.583
7425,371.262,2.321
7426,371.312,1.968
7427,371.362,1.539
7428,371.412,1.05
7429,371.462,0.521
7430,371.512,-0.029
7431,371.562,-0.578
7432,371.612,-1.104
7433,371.662,-1.587
7434,371.712,-2.009
7435,371.762,-2.352
7436,371.812,-2.604
7437,371.862,-2.755
7438,371.912,-2.8
7439,371.962,-2.735
7440,372.012,-2.564
7441,372.062,-2.294
7442,372.112,-1.935
7443,372.162,-1.501
7444,372.212,-1.008
7445,372.262,-0.477
7446,372.312,0.073
7447,372.362,0.62
7448,372.412,1.143
7449,372.462,1.621
7450,372.512,2.037
7451,372.562,2.374
7452,372.612,2.619
7453,372.662,2.762
7454,372.712,2.799
7455,372.762,2.727
7456,372.812,2.549
7457,372.862,2.273
7458,372.912,1.909
7459,372.962,1.471
7460,373.012,0.977
7461,373.062,0.444
7462,373.112,-0.105
7463,373.162,-0.651
7464,373.212,-1.171
7465,373.262,-1.646
7466,373.312,-2.057
7467,373.362,-2.389
7468,373.412,-2.629
7469,373.462,-2.766
7470,373.512,-2.798
7471,373.562,-2.721
7472,373.612,-2.539
7473,373.662,-2.259
7474,373.712,-1.891
7475,373.762,-1.451
7476,373.812,-0.955
7477,373.862,-0.423
7478,373.912,0.127
7479,373.962,0.671
7480,374.012,1.189
7481,374.062,1.661
7482,374.112,2.07
7483,374.162,2.398
7484,374.212,2.634
7485,374.262,2.769
7486,374.312,2.797
7487,374.362,2.717
7488,374.412,2.533
7489,374.462,2.251
7490,374.512,1.882
7491,374.562,1.441
7492,374.612,0.945
7493,374.662,0.412
7494,374.712,-0.137
7495,374.762,-0.68
7496,374.812,-1.197
7497,374.862,-1.668
7498,374.912,-2.075
7499,374.962,-2.402
7500,375.013,-2.636
7501,375.063,-2.77
7502,375.113,-2.797
7503,375.163,-2.716
7504,375.213,-2.531
7505,375.263,-2.249
7506,375.313,-1.881
7507,375.363,-1.44
7508,375.413,-0.945
7509,375.463,-0.413
7510,375.513,0.135
7511,375.563,0.678
7512,375.613,1.194
7513,375.663,1.665
7514,375.713,2.072
7515,375.763,2.399
7516,375.813,2.634
7517,375.863,2.769
7518,375.913,2.797
7519,375.963,2.718
7520,376.013,2.535
7521,376.063,2.255
7522,376.113,1.888
7523,376.163,1.449
7524,376.213,0.955
7525,376.263,0.424
7526,376.313,-0.123
7527,376.363,-0.665
7528,376.413,-1.182
7529,376.463,-1.653
7530,376.513,-2.061
7531,376.563,-2.391
7532,376.613,-2.629
7533,376.663,-2.766
7534,376.713,-2.798
7535,376.763,-2.722
7536,376.813,-2.543
7537,376.863,-2.267
7538,376.913,-1.904
7539,376.963,-1.468
7540,377.013,-0.976
7541,377.063,-0.447
7542,377.113,0.099
7543,377.163,0.641
7544,377.213,1.159
7545,377.263,1.632
7546,377.313,2.043
7547,377.363,2.376
7548,377.413,2.619
7549,377.463,2.762
7550,377.513,2.799
7551,377.563,2.729
7552,377.613,2.556
7553,377.663,2.285
7554,377.713,1.927
7555,377.763,1.496
7556,377.813,1.008
7557,377.863,0.481
7558,377.913,-0.064
7559,377.963,-0.606
7560,378.013,-1.126
7561,378.063,-1.602
7562,378.113,-2.017
7563,378.163,-2.356
7564,378.213,-2.605
7565,378.263,-2.755
7566,378.313,-2.8
7567,378.363,-2.738
7568,378.413,-2.573
7569,378.463,-2.309
7570,378.513,-1.958
7571,378.563,-1.533
7572,378.613,-1.049
7573,378.663,-0.526
7574,378.713,0.018
7575,378.763,0.56
7576,378.813,1.082
7577,378.863,1.562
7578,378.913,1.983
7579,378.963,2.329
7580,379.013,2.586
7581,379.063,2.745
7582,379.113,2.8
7583,379.163,2.749
7584,379.213,2.593
7585,379.263,2.34
7586,379.313,1.997
7587,379.363,1.579
7588,379.413,1.101
7589,379.463,0.582
7590,379.513,0.04
7591,379.563,-0.503
7592,379.613,-1.027
7593,379.663,-1.512
7594,379.713,-1.94
7595,379.763,-2.294
7596,379.813,-2.561
7597,379.863,-2.732
7598,379.913,-2.799
7599,379.963,-2.76
7600,380.013,-2.617
7601,380.063,-2.375
7602,380.113,-2.043
7603,380.163,-1.634
7604,380.213,-1.163
7605,380.263,-0.648
7606,380.313,-0.109
7607,380.363,0.434
7608,380.413,0.961
7609,380.463,1.452
7610,380.513,1.887
7611,380.563,2.252
7612,380.613,2.531
7613,380.663,2.715
7614,380.713,2.796
7615,380.763,2.772
7616,380.813,2.643
7617,380.863,2.415
7618,380.913,2.095
7619,380.963,1.696
7620,381.013,1.234
7621,381.063,0.725
7622,381.113,0.189
7623,381.163,-0.354
7624,381.213,-0.884
7625,381.263,-1.381
7626,381.313,-1.825
7627,381.363,-2.201
7628,381.413,-2.494
7629,381.463,-2.693
7630,381.513,-2.79
7631,381.563,-2.783
7632,381.613,-2.671
7633,381.663,-2.458
7634,381.713,-2.153
7635,381.763,-1.767
7636,381.813,-1.314
7637,381.863,-0.812
7638,381.913,-0.28
7639,381.963,0.263
7640,382.013,0.796
7641,382.063,1.299
7642,382.113,1.753
7643,382.163,2.141
7644,382.213,2.449
7645,382.263,2.665
7646,382.313,2.781
7647,382.363,2.792
7648,382.413,2.698
7649,382.463,2.504
7650,382.513,2.215
7651,382.563,1.843
7652,382.613,1.403
7653,382.663,0.909
7654,382.713,0.382
7655,382.763,-0.16
7656,382.813,-0.696
7657,382.863,-1.205
7658,382.913,-1.669
7659,382.963,-2.071
7660,383.013,-2.395
7661,383.063,-2.63
7662,383.113,-2.766
7663,383.163,-2.798
7664,383.213,-2.726
7665,383.263,-2.551
7666,383.313,-2.281
7667,383.363,-1.926
