Time (s) Auto,Angle (rad) Run #23
112.9,0.123
112.95,0.137
113,0.157
113.05,0.185
113.1,0.221
113.15,0.27
113.2,0.33
113.25,0.404
113.3,0.493
113.35,0.602
113.4,0.724
113.45,0.864
113.5,1.019
113.55,1.186
113.6,1.362
113.65,1.547
113.7,1.737
113.75,1.929
113.8,2.117
113.85,2.301
113.9,2.474
113.95,2.633
114,2.774
114.05,2.895
114.1,2.991
114.15,3.06
114.2,3.101
114.25,3.11
114.3,3.088
114.35,3.038
114.4,2.958
114.45,2.853
114.5,2.724
114.55,2.575
114.6,2.406
114.65,2.224
114.7,2.031
114.75,1.832
114.8,1.629
114.85,1.428
114.9,1.232
114.95,1.043
115,0.866
115.05,0.701
115.1,0.553
115.15,0.423
115.2,0.309
115.25,0.215
115.3,0.137
115.35,0.074
115.4,0.025
115.45,-0.009
115.5,-0.033
115.55,-0.044
115.6,-0.047
115.65,-0.042
115.7,-0.035
115.75,-0.024
115.8,-0.013
115.85,3.81E-15
115.9,0.009
115.95,0.017
116,0.025
116.05,0.033
116.1,0.042
116.15,0.053
116.2,0.066
116.25,0.086
116.3,0.112
116.35,0.143
116.4,0.185
116.45,0.237
116.5,0.298
116.55,0.372
116.6,0.46
116.65,0.562
116.7,0.68
116.75,0.811
116.8,0.955
116.85,1.111
116.9,1.274
116.95,1.447
117,1.623
117.05,1.802
117.1,1.981
117.15,2.155
117.2,2.323
117.25,2.48
117.3,2.623
117.35,2.75
117.4,2.857
117.45,2.942
117.5,3.002
117.55,3.036
117.6,3.043
117.65,3.024
117.7,2.977
117.75,2.908
117.8,2.813
117.85,2.699
117.9,2.564
117.95,2.413
118,2.248
118.05,2.073
118.1,1.89
118.15,1.703
118.2,1.516
118.25,1.332
118.3,1.153
118.35,0.983
118.4,0.823
118.45,0.675
118.5,0.543
118.55,0.427
118.6,0.325
118.65,0.24
118.7,0.168
118.75,0.11
118.8,0.063
118.85,0.027
118.9,4.34E-15
118.95,-0.017
119,-0.028
119.05,-0.033
119.1,-0.033
119.15,-0.03
119.2,-0.024
119.25,-0.016
119.3,-0.009
119.35,-0.002
119.4,0.006
119.45,0.014
119.5,0.025
119.55,0.038
119.6,0.055
119.65,0.077
119.7,0.105
119.75,0.141
119.8,0.187
119.85,0.24
119.9,0.303
119.95,0.379
120,0.467
120.05,0.567
120.1,0.682
120.15,0.809
120.2,0.947
120.25,1.096
120.3,1.252
120.35,1.417
120.4,1.583
120.45,1.755
120.5,1.924
120.55,2.089
120.6,2.249
120.65,2.4
120.7,2.54
120.75,2.664
120.8,2.771
120.85,2.86
120.9,2.926
120.95,2.97
121,2.989
121.05,2.985
121.1,2.956
121.15,2.904
121.2,2.831
121.25,2.738
121.3,2.626
121.35,2.498
121.4,2.355
121.45,2.199
121.5,2.036
121.55,1.866
121.6,1.693
121.65,1.521
121.7,1.349
121.75,1.183
121.8,1.024
121.85,0.875
121.9,0.737
121.95,0.611
122,0.498
122.05,0.401
122.1,0.316
122.15,0.245
122.2,0.185
122.25,0.135
122.3,0.093
122.35,0.06
122.4,0.033
122.45,0.013
122.5,-0.003
122.55,-0.014
122.6,-0.022
122.65,-0.025
122.7,-0.025
122.75,-0.024
122.8,-0.02
122.85,-0.016
122.9,-0.008
122.95,0.002
123,0.014
123.05,0.031
123.1,0.052
123.15,0.079
123.2,0.113
123.25,0.154
123.3,0.203
123.35,0.261
123.4,0.328
123.45,0.405
123.5,0.496
123.55,0.598
123.6,0.713
123.65,0.839
123.7,0.975
123.75,1.122
123.8,1.272
123.85,1.431
123.9,1.591
123.95,1.755
124,1.916
124.05,2.073
124.1,2.226
124.15,2.367
124.2,2.499
124.25,2.617
124.3,2.721
124.35,2.805
124.4,2.87
124.45,2.915
124.5,2.939
124.55,2.941
124.6,2.919
124.65,2.878
124.7,2.816
124.75,2.738
124.8,2.642
124.85,2.531
124.9,2.406
124.95,2.27
125,2.124
125.05,1.971
125.1,1.814
125.15,1.656
125.2,1.497
125.25,1.341
125.3,1.189
125.35,1.045
125.4,0.906
125.45,0.779
125.5,0.661
125.55,0.554
125.6,0.46
125.65,0.379
125.7,0.308
125.75,0.248
125.8,0.196
125.85,0.152
125.9,0.115
125.95,0.082
126,0.053
126.05,0.03
126.1,0.009
126.15,-0.008
126.2,-0.02
126.25,-0.03
126.3,-0.036
126.35,-0.039
126.4,-0.038
126.45,-0.033
126.5,-0.024
126.55,-0.011
126.6,0.006
126.65,0.027
126.7,0.053
126.75,0.085
126.8,0.124
126.85,0.17
126.9,0.221
126.95,0.283
127,0.35
127.05,0.429
127.1,0.52
127.15,0.62
127.2,0.732
127.25,0.853
127.3,0.983
127.35,1.122
127.4,1.264
127.45,1.414
127.5,1.566
127.55,1.718
127.6,1.871
127.65,2.018
127.7,2.163
127.75,2.298
127.8,2.425
127.85,2.54
127.9,2.642
127.95,2.727
128,2.796
128.05,2.848
128.1,2.881
128.15,2.892
128.2,2.884
128.25,2.857
128.3,2.812
128.35,2.749
128.4,2.67
128.45,2.578
128.5,2.472
128.55,2.353
128.6,2.226
128.65,2.089
128.7,1.946
128.75,1.8
128.8,1.651
128.85,1.503
128.9,1.356
128.95,1.213
129,1.074
129.05,0.942
129.1,0.82
129.15,0.705
129.2,0.6
129.25,0.506
129.3,0.423
129.35,0.35
129.4,0.287
129.45,0.234
129.5,0.187
129.55,0.146
129.6,0.11
129.65,0.079
129.7,0.05
129.75,0.027
129.8,0.005
129.85,-0.013
129.9,-0.028
129.95,-0.038
130,-0.046
130.05,-0.047
130.1,-0.046
130.15,-0.038
130.2,-0.027
130.25,-0.013
130.3,0.008
130.35,0.033
130.4,0.063
130.45,0.099
130.5,0.141
130.55,0.188
130.6,0.243
130.65,0.306
130.7,0.377
130.75,0.457
130.8,0.548
130.85,0.649
130.9,0.759
130.95,0.88
131,1.005
131.05,1.139
131.1,1.279
131.15,1.422
131.2,1.568
131.25,1.714
131.3,1.858
131.35,2.001
131.4,2.138
131.45,2.268
131.5,2.389
131.55,2.499
131.6,2.597
131.65,2.68
131.7,2.749
131.75,2.801
131.8,2.835
131.85,2.853
131.9,2.851
131.95,2.832
132,2.796
132.05,2.746
132.1,2.68
132.15,2.601
132.2,2.51
132.25,2.406
132.3,2.292
132.35,2.171
132.4,2.042
132.45,1.909
132.5,1.77
132.55,1.632
132.6,1.494
132.65,1.356
132.7,1.222
132.75,1.093
132.8,0.969
132.85,0.853
132.9,0.745
132.95,0.644
133,0.553
133.05,0.47
133.1,0.397
133.15,0.333
133.2,0.278
133.25,0.229
133.3,0.185
133.35,0.146
133.4,0.11
133.45,0.077
133.5,0.047
133.55,0.02
133.6,-0.003
133.65,-0.024
133.7,-0.039
133.75,-0.052
133.8,-0.058
133.85,-0.061
133.9,-0.057
133.95,-0.049
134,-0.036
134.05,-0.017
134.1,0.005
134.15,0.033
134.2,0.068
134.25,0.107
134.3,0.152
134.35,0.203
134.4,0.261
134.45,0.325
134.5,0.396
134.55,0.476
134.6,0.565
134.65,0.664
134.7,0.771
134.75,0.886
134.8,1.007
134.85,1.134
134.9,1.266
134.95,1.401
135,1.539
135.05,1.676
135.1,1.814
135.15,1.948
135.2,2.078
135.25,2.202
135.3,2.318
135.35,2.425
135.4,2.523
135.45,2.606
135.5,2.678
135.55,2.735
135.6,2.776
135.65,2.802
135.7,2.812
135.75,2.804
135.8,2.782
135.85,2.746
135.9,2.695
135.95,2.633
136,2.559
136.05,2.472
136.1,2.377
136.15,2.271
136.2,2.158
136.25,2.037
136.3,1.913
136.35,1.786
136.4,1.656
136.45,1.525
136.5,1.395
136.55,1.268
136.6,1.144
136.65,1.026
136.7,0.911
136.75,0.804
136.8,0.704
136.85,0.613
136.9,0.528
136.95,0.452
137,0.383
137.05,0.324
137.1,0.27
137.15,0.223
137.2,0.181
137.25,0.141
137.3,0.105
137.35,0.072
137.4,0.041
137.45,0.014
137.5,-0.011
137.55,-0.031
137.6,-0.047
137.65,-0.058
137.7,-0.064
137.75,-0.066
137.8,-0.061
137.85,-0.052
137.9,-0.036
137.95,-0.017
138,0.005
138.05,0.035
138.1,0.068
138.15,0.107
138.2,0.151
138.25,0.201
138.3,0.258
138.35,0.319
138.4,0.388
138.45,0.463
138.5,0.55
138.55,0.642
138.6,0.745
138.65,0.855
138.7,0.971
138.75,1.092
138.8,1.216
138.85,1.345
138.9,1.477
138.95,1.608
139,1.74
139.05,1.871
139.1,1.998
139.15,2.119
139.2,2.234
139.25,2.342
139.3,2.439
139.35,2.527
139.4,2.604
139.45,2.667
139.5,2.717
139.55,2.754
139.6,2.776
139.65,2.783
139.7,2.777
139.75,2.755
139.8,2.722
139.85,2.677
139.9,2.619
139.95,2.549
140,2.471
140.05,2.381
140.1,2.282
140.15,2.177
140.2,2.064
140.25,1.946
140.3,1.825
140.35,1.703
140.4,1.577
140.45,1.453
140.5,1.33
140.55,1.21
140.6,1.093
140.65,0.983
140.7,0.877
140.75,0.778
140.8,0.685
140.85,0.6
140.9,0.522
140.95,0.449
141,0.386
141.05,0.328
141.1,0.278
141.15,0.231
141.2,0.188
141.25,0.149
141.3,0.113
141.35,0.079
141.4,0.046
141.45,0.017
141.5,-0.009
141.55,-0.031
141.6,-0.049
141.65,-0.061
141.7,-0.069
141.75,-0.072
141.8,-0.068
141.85,-0.06
141.9,-0.046
141.95,-0.027
142,-0.003
142.05,0.024
142.1,0.057
142.15,0.094
142.2,0.137
142.25,0.184
142.3,0.236
142.35,0.294
142.4,0.357
142.45,0.426
142.5,0.504
142.55,0.589
142.6,0.683
142.65,0.784
142.7,0.891
142.75,1.004
142.8,1.12
142.85,1.241
142.9,1.365
142.95,1.491
143,1.616
143.05,1.742
143.1,1.866
143.15,1.985
143.2,2.1
143.25,2.209
143.3,2.311
143.35,2.405
143.4,2.488
143.45,2.562
143.5,2.623
143.55,2.673
143.6,2.711
143.65,2.735
143.7,2.746
143.75,2.743
143.8,2.727
143.85,2.7
143.9,2.661
143.95,2.612
144,2.554
144.05,2.487
144.1,2.411
144.15,2.326
144.2,2.234
144.25,2.136
144.3,2.031
144.35,1.923
144.4,1.811
144.45,1.696
144.5,1.58
144.55,1.464
144.6,1.348
144.65,1.235
144.7,1.123
144.75,1.016
144.8,0.914
144.85,0.817
144.9,0.724
144.95,0.639
145,0.559
145.05,0.487
145.1,0.421
145.15,0.36
145.2,0.306
145.25,0.258
145.3,0.212
145.35,0.17
145.4,0.13
145.45,0.093
145.5,0.058
145.55,0.025
145.6,-0.005
145.65,-0.03
145.7,-0.052
145.75,-0.068
145.8,-0.079
145.85,-0.083
145.9,-0.083
145.95,-0.077
146,-0.064
